code,name
20.1.4.6,Świadczenia wysokospecjalistyczne finansowane z budżetu państwa
20.1.4.7,Świadczenia opieki zdrowotnej w zakresie programów polityki zdrowotnej
20.1.4.8,Badania diagnostyczne z zakresu chorób przenoszonych drogą płciową
20.1.4.9,"Świadczenia gwarantowane, inne niż wysokospecjalistyczne, finansowane z budżetu państwa"
20.1.5.1,Nadzór nad systemem medycyny transplantacyjnej
20.1.5.2,Koordynacja pobrań i przeszczepień narządów oraz prowadzenie rejestrów dawców
20.1.5.3,Bankowanie tkanek i komórek
20.1.6.1,Funkcjonowanie publicznej służby krwi
20.1.7.1,Rozpatrywanie wniosków przez Rzecznika Praw Pacjenta
20.1.7.2,Działalność ogólnopolskiej infolinii dotyczącej udzielania informacji odnośnie do praw pacjenta
20.2.1.1,Działalność lotniczych zespołów ratownictwa medycznego
20.2.1.2,W
20.2.1.3,Działalność Krajowego Centrum Monitorowania Ratownictwa Medycznego
20.3.1.1,Rejestracja produktów leczniczych stosowanych u ludzi
20.3.1.2,Rejestracja produktów leczniczych weterynaryjnych
20.3.1.3,Nadzór nad wyrobami medycznymi wytwarzanymi lub wprowadzonymi do obrotu i używania
20.3.1.4,Rejestracja produktów biobójczych
20.3.2.1,W Nadzór nad produktami leczniczymi oraz wyrobami medycznymi
20.3.3.1,Opracowywanie stanowisk w sprawie zakwalifikowania leków bądź wyrobów medycznych jako świadczeń gwarantowanych
20.3.3.2,"Tworzenie obwieszczeń refundowanych leków, środków spożywczych specjalnego przeznaczenia żywieniowego oraz wyrobów medycznych"
20.4.1.1,W Inwestycje budowlane w obiektach związanych z ochroną zdrowia z wyłączeniem programów polityki zdrowotnej
20.4.1.2,W Wymiana i modernizacja sprzętu w obiektach związanych z ochroną zdrowia z wyłączeniem programów polityki zdrowotnej
20.4.1.3,Inwestycje budowlane oraz wymiana i modernizacja sprzętu w zakresie programów polityki zdrowotnej
20.5.1.1,"Profilaktyka chorób, profilaktyka rehabilitacyjna i promocja zdrowia z wyłączeniem programów polityki zdrowotnej i Narodowego Programu Zdrowia"
20.5.1.2,W Oświata zdrowotna wykonywana przez państwową inspekcję sanitarną
20.5.1.3,W Profilaktyka i zwalczanie uzależnień
20.5.1.4,"Profilaktyka, edukacja i promocja zdrowia w ramach programów polityki zdrowotnej"
20.5.1.5,"W Profilaktyka, edukacja i promocja w ramach Narodowego Programu Zdrowia"
20.5.2.1,W Bieżący nadzór sanitarny
20.5.2.2,Zabezpieczenie sanitarno-epidemiologiczne granic Państwa
20.5.2.3,W Zapobiegawczy nadzór sanitarny
20.5.3.1,W Zapobieganie i zwalczanie chorób zakaźnych
20.5.4.1,Monitorowanie zdarzeń stanowiących zagrożenie dla zdrowia publicznego
20.5.4.2,Monitorowanie stanu ochrony radiologicznej
20.5.4.3,Ochrona przed szkodliwym wpływem substancji chemicznych i ich mieszanin na zdrowie człowieka i na środowisko
20.5.4.5,Prewencja zagrożeń zdrowia wynikających z wpływu niekorzystnych warunków środowiska pracy i sposobu wykonywania pracy
20.5.4.6,W
21.1.1.1,Badania na rzecz postępu biologicznego w produkcji roślinnej
21.1.1.2,Wsparcie merytoryczne oraz gromadzenie i upowszechnianie wiedzy w zakresie produkcji roślinnej i ochrony roślin uprawnych
21.1.2.3,Produkcja rolnicza na płodozmianie doświadczalnym
21.1.3.1,"Koordynacja, nadzór i badania laboratoryjne w zakresie zdrowia roślin, obrotu i stosowania środków ochrony roślin, obrotu nawozami oraz"
21.1.3.2,"W Nadzór nad wytwarzaniem, oceną, obrotem i stosowaniem materiału siewnego, zdrowiem roślin, obrotem i stosowaniem środków ochrony roślin oraz"
21.1.3.4,Ochrona roślin i ograniczanie ryzyka związanego ze stosowaniem środków ochrony roślin
21.1.4.1,Koordynacja nadzoru i kontroli nad stosowaniem materiału siewnego oraz kontroli zamierzonego uwolnienia gmo do środowiska
21.1.4.2,W Nadzór i kontrola nad stosowaniem materiału siewnego oraz kontrola zamierzonego uwolnienia gmo do środowiska
21.1.5.1,Prowadzenie działalności agrochemicznej oraz monitoring azotu mineralnego
21.1.5.2,Koordynacja i nadzór nad agrochemiczną obsługą rolnictwa w Polsce
21.2.1.1,Ochrona różnorodności genetycznej zwierząt gospodarskich
21.2.1.2,Wystawy i pokazy zwierząt hodowlanych
21.2.1.3,Prowadzenie ksiąg zwierząt hodowlanych
21.2.1.4,Prowadzenie oceny wartości użytkowej i hodowlanej zwierząt
21.2.1.5,Badania w zakresie postępu biologicznego w produkcji zwierzęcej
21.2.2.1,Prowadzenie kontroli w zakresie organizacji hodowli i rozrodu zwierząt gospodarskich
21.2.2.3,Umacnianie i doskonalenie hodowli koni ras czystych oraz rozwój wyścigów konnych
21.3.1.1,"Koordynacja i nadzór w zakresie ochrony zdrowia, zwalczania chorób zakaźnych i dobrostanu zwierząt oraz bezpieczeństwo zdrowia publicznego"
21.3.1.2,Weterynaryjna kontrola graniczna zwierząt oraz produktów pochodzenia zwierzęcego i pasz
21.3.1.3,W Nadzór nad ochroną zdrowia i dobrostanem zwierząt oraz zwalczaniem chorób zakaźnych zwierząt
21.3.1.4,"W Zwalczanie chorób zakaźnych zwierząt, kontrola dobrostanu oraz ochrona zdrowia zwierząt"
21.3.1.5,Badania w zakresie ochrony zdrowia zwierząt i zdrowia publicznego
21.3.1.6,W
21.3.1.7,W
21.3.3.1,"Diagnostyka laboratoryjna chorób zwierząt, skażeń żywności i pasz"
21.4.1.1,W Tworzenie warunków dla wspierania rybactwa śródlądowego
21.4.1.2,Zarybianie polskich obszarów morskich rybami dwuśrodowiskowymi
21.4.1.3,W Przeciwdziałanie kłusownictwu
21.4.2.1,Tworzenie warunków dla wspierania zrównoważonego i racjonalnego zarządzania żywymi zasobami morza
21.4.2.2,Nadzór i kontrola wykonywania rybołówstwa morskiego
21.4.4.1,Wspieranie organizacji producenckich
21.4.4.2,Budowa informatycznego systemu identyfikacji zewnętrznej
21.4.5.2,W Unijne fundusze rybackie
21.4.5.8,Zbieranie i gromadzenie danych rybackich
21.5.1.1,Realizacja systemów wsparcia bezpośredniego (płatności bezpośrednie)
21.5.3.1,W Wsparcie finansowe w ramach Europejskiego Funduszu Rolnego na rzecz Rozwoju Obszarów Wiejskich (EFRROW)
21.5.4.3,W Dotacje na dopłaty do paliwa rolniczego
21.5.4.4,Dopłaty do ubezpieczeń upraw rolnych i zwierząt gospodarskich
21.5.4.7,Monitoring suszy
21.5.4.8,W
21.5.4.9,Pozostałe działania w ramach pomocy krajowej i unijnej innej niż WPR
21.5.4.10,Wsparcie organizacji rolniczych w ponadnarodowych i międzynarodowych organizacjach rolników
21.5.4.12,W Dotacje - zwrot gminom części wydatków poniesionych w ramach funduszu sołeckiego
21.5.5.3,"Działalność doradcza, informacyjna i upowszechnieniowa"
21.5.5.4,"Działalność szkoleniowa, informacyjna i upowszechnieniowa dla kadr doradczych"
21.5.6.1,Tworzenie warunków dla kształtowania ustroju rolnego państwa i gospodarki żywnościowej
21.5.6.3,"Wsparcie analityczne, ekspertyzy i doradztwo"
21.5.7.2,Upowszechnianie wiedzy oraz badania w zakresie rolnictwa ekologicznego
21.5.8.1,Upowszechnianie wiedzy i dobrych praktyk oraz koordynacja działań w zakresie systemów jakości żywności oraz ich promocja
21.5.8.2,Nadzór nad integrowaną produkcją roślin
21.5.8.3,Badania w zakresie kształtowania środowiska rolniczego i zrównoważonego rozwoju produkcji rolniczej w Polsce
21.5.8.4,Promocja produktów rolnych i rolno-spożywczych
21.5.8.5,Wspieranie rozwoju współpracy handlowej sektora rolno-spożywczego z zagranicą
21.5.9.1,"W Prace geodezyjno-urządzeniowe na potrzeby rolnictwa, w tym scalanie i wymiana gruntów oraz zagospodarowanie poscaleniowe"
21.5.9.2,W Budowa i utrzymanie melioracji wodnych i wód istotnych dla utrzymania stosunków wodnych na potrzeby rolnictwa
21.5.9.3,Badania i ekspertyzy w zakresie wsparcia infrastruktury wsi
21.5.10.1,Zbieranie i wykorzystywanie danych rachunkowych z gospodarstw rolnych na potrzeby sieci danych rachunkowości gospodarstw rolnych
21.6.1.1,Realizacja działań w zakresie regulacji i stabilizacji rynków rolnych i żywnościowych
22.1.1.1,W Koordynacja działalności oraz obsługa administracyjna i techniczna
